id,username,display_name,bio,avatar_url,total_stories,current_streak,longest_streak,last_story_date,created_at,updated_at
10686cf8-9dac-4874-8135-00b8e0bad5f9,FireWalker99,FireWalkWithMe,,,0,0,0,,2025-11-10 16:34:33.23115+00,2025-11-10 16:34:33.23115+00
